23,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,17,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,124,24,1,1,22,16,124,3,15,16,15,16,124,3,3,124,15,16,3,15,16,124,3,124,15,29,1,1,-1,-1,39,3,124,3,3,20,1,1,-1,-1,-1,-1,-1,-1,46,18,-1,-1,-1,-1,-1,81,18,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,23,1,1,22,11,-1,-1,-1,-1,26,29,1,22,16,3,15,16,3,15,16,3,3,3,15,16,4,25,-1,-1,-1,-1,46,1,22,16,3,3,15,30,-1,-1,-1,-1,9,124,15,29,2,3,15,3,124,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,23,1,1,-1,39,15,16,15,16,15,29,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,3,15,29,1,1,18,1,18,1,1,1,1,1,22,16,3,3,15,11,1,1,-1,-1,-1,-1,-1,-1,81,1,18,1,1,2,3,4,41,40,15,16,3,20,2,4,15,16,41,44,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1,-1,23,1,1,-1,-1,-1,-1,-1,-1,26,11,1,22,16,124,4,124,3,15,16,3,124,3,4,3,124,3,15,16,124,15,16,3,15,16,124,124,3,3,3,124,124,3,24,1,-1,-1,-1,-1,-1,9,3,3,3,15,16,124,15,15,16,124,3,3,124,15,11,18,-1,-1,-1,-1,26,29,-1,-1,-1,-1,-1,9,3,15,16,124,3,3,124,3,15,16,15,29,1,-1,-1,-1,-1,39,4,15,11,18,1,-1,-1,-1,-1,-1,-1,-1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
-1,-1,9,3,25,-1,-1,-1,-1,-1,-1,-1,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,3,15,15,16,4,15,16,15,16,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,29,1,-1,-1,-1,-1,-1,-1,-1,9,20,2,15,16,25,-1,-1,-1,-1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,11,1,1,22,16,4,3,4,3,15,29,1,-1,-1,-1,-1,-1,-1,-1,81,1,1,1,18,1,1,1,1,52,53,1,18,1,52,53,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,1,2,15,16,124,3,124,3,15,16,3,15,11,2,3,124,15,15,16,4,3,124,3,124,20,1,2,50,51,3,3,3,50,51,24,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,15,16,25,-1,-1,46,2,15,16,4,10,16,25,-1,-1,-1,-1,-1,-1,-1,-1,9,25,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
