-1,-1,-1,-1,-1,12,13,13,13,13,13,14,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,14,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-1,32,-1,-1,-1,33,31,-1,-1,33,-1,33,31,31,31,31,31,33,31,31,33,31,31,31,31,33,-1,-1,-1,7,8,-1,-1,-1,31,31,-1,-1,-1,6,7,7,7,7,8,-1,-1,6,7,7,7,8,-1,-1,-1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
13,14,-1,-1,-1,33,-1,12,13,13,14,33,-1,-1,33,-1,-1,33,-1,-1,33,-1,-1,-1,-1,33,51,51,52,13,13,13,14,-1,-1,33,31,31,51,33,31,12,13,13,14,31,31,33,-1,32,31,33,31,51,52,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7,8,-1,-1,80,48,-1,33,-1,33,-1,33,-1,-1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,31,31,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,33,-1,-1,-1,6,7,7,7,7,8,-1,-1,-1,-1,-1,32,31,31,43,31,33,-1,31,-1,32,-1,33,-1,42,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
13,14,-1,-1,80,12,13,13,13,13,14,33,-1,-1,33,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,33,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,12,13,13,13,14,-1,-1,-1,43,33,-1,-1,33,33,-1,-1,-1,-1,-1,33,-1,-1,12,13,13,14,33,80,13,13,13,13,14,-1,-1,33,-1,-1,-1,-1,-1,-1,33,-1,33,-1,-1,12,13,13,14,-1,-1,33,-1,-1,-1,13,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12
7,8,51,51,52,6,7,7,7,7,7,8,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,33,33,-1,-1,33,-1,33,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,8,33,-1,-1,6,7,7,7,7,7,8,32,-1,32,33,-1,-1,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
13,13,13,13,13,13,13,13,13,13,13,14,-1,80,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,80,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,33,-1,-1,-1,33,31,31,31,31,31,33,-1,-1,12,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,54,-1,-1,-1,12
7,7,7,7,7,7,7,7,7,7,7,8,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,32,33,-1,-1,-1,-1,-1,33,-1,-1,33,-1,32,31,31,33,33,31,31,31,31,31,32,-1,-1,32,55,-1,-1,-1,-1,55,31,-1,-1,12
13,13,13,13,13,13,13,13,13,13,13,14,51,52,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,51,52,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,51,52,12,13,13,13,13,13,13,13,13,13,14,-1,33,-1,-1,12,14,-1,-1,33,-1,-1,33,-1,-1,6,7,7,7,7,7,7,8,51,52,12
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
