-1,-1,32,-1,-1,-1,-1,-1,-1,33,-1,-1,32,-1,80,12,13,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-1,-1,33,-1,-1,6,7,7,7,8,-1,80,6,7,7,7,7,7,7,7,8,-1,-1,-1,-1,58,6,7,7,8,33,-1,-1,32,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,42,33,-1,-1,-1,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
14,-1,33,-1,-1,33,-1,-1,80,12,14,-1,33,-1,-1,33,-1,-1,-1,67,33,-1,-1,-1,-1,67,-1,-1,-1,33,33,-1,-1,33,-1,-1,33,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,80,12,13,13,14,33,-1,80,47,-1,80,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
8,-1,33,-1,-1,33,-1,31,80,48,-1,-1,33,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,80,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,80,6,7,7,8,33,-1,80,6,7,7,8,-1,-1,-1,32,-1,-1,-1,32,-1,-1,31,-1,-1,-1,-1,33,-1,-1,80,6
14,-1,33,-1,-1,33,-1,-1,80,47,51,51,33,-1,-1,33,-1,-1,-1,33,33,-1,-1,33,-1,-1,33,-1,-1,33,-1,-1,12,14,-1,80,12,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,80,12,13,13,14,33,-1,-1,33,-1,-1,42,-1,-1,-1,33,-1,-1,-1,33,-1,-1,-1,33,-1,-1,-1,33,-1,80,12,13
7,7,8,51,52,6,7,7,7,7,7,8,33,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,80,6,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,80,6,7,7,8,33,-1,80,6,7,7,7,7,7,8,33,-1,-1,80,6,7,7,7,7,7,7,7,8,-1,80,6,7
13,13,13,13,13,13,13,13,13,13,13,14,33,-1,-1,43,-1,-1,-1,33,-1,-1,-1,-1,33,-1,-1,-1,-1,33,-1,-1,-1,33,-1,-1,33,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,32,-1,33,-1,-1,33,33,-1,80,12,13,13,13,13,14,-1,33,-1,-1,80,12,13,13,13,13,13,13,13,13,13,13,13,13
7,7,7,7,7,7,7,7,7,8,-1,43,33,-1,-1,33,-1,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,54,-1,-1,-1,-1,-1,54,80,6,7,7,7,7,7,7,7,7,7,7,7,7,8,33,-1,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,33,-1,-1,33,-1,-1,33,-1,55,-1,-1,-1,-1,-1,55,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,33,-1,-1,33,-1,-1,80,12,13,13,13,13,13,13,13,13,13,13,13,13
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,33,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,80,6,7,7,7,8,-1,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,33,-1,-1,33,-1,-1,42,-1,33,-1,-1,-1,-1,-1,-1,-1,33,33,-1,-1,33,-1,-1,-1,-1,-1,33,33,-1,-1,33,-1,-1,80,12,13,13,13,13,13,13,13,13,13,13,13,13
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
