39,3,3,3,3,3,3,3,20,22,16,3,3,20,1,1,2,3,3,3,10,29,2,3,3,3,3,3,3,25
39,3,3,3,3,3,3,3,20,22,16,3,3,24,1,1,2,3,3,3,10,29,2,3,3,3,3,3,3,25
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,9,3,25,-1,-1,-1,-1,26,29,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,16,3,3,20,1,1,-1,-1,-1,-1,26,29,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,16,3,3,24,1,1,2,3,3,3,10,29,2,3,3,3,3,3,3,25
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,9,3,25,-1,-1,-1,-1,26,29,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,45,1,1,2,3,3,3,10,29,2,3,3,3,3,3,3,25
39,3,3,3,3,3,3,3,20,22,16,3,3,24,1,1,2,3,3,3,10,29,2,3,3,3,3,3,3,25
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,9,3,25,-1,-1,-1,-1,26,29,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,16,3,3,20,1,1,22,-1,-1,-1,26,29,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,16,3,3,24,1,1,22,16,3,3,10,29,2,3,3,3,3,3,3,25
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,9,3,25,-1,-1,-1,-1,26,29,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,-1,-1,38,29,1,1,2,3,3,3,10,29,2,3,3,3,3,3,3,25
39,3,3,3,3,3,3,3,20,22,16,3,10,11,1,1,2,3,3,3,10,16,3,3,3,3,3,3,3,25
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,9,3,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,25,-1,-1
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,23,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,9,3,3,20,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,3,3,3,3,3,3,3,20,22,-1,-1,-1,9,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,3,3,24,22,16,3,4,3,10,11,18,-1,-1,-1,-1,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,23,-1,-1,-1,-1,-1,-1,9,3,15,16,3,15,16,3,15,16,15,16,3,3,3,3,3,3,3,15
-1,-1,-1,9,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
