13,14,-1,-1,-1,-1,32,31,-1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,80,47,-1,-1,-1,-1,-1,-1,80,12,13,14,-1,-1,80,12,13,13,14,-1,-1,77,12,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,80,12
8,33,-1,-1,-1,32,33,-1,-1,48,-1,-1,-1,33,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,80,48,-1,-1,-1,-1,-1,-1,80,6,7,8,-1,-1,80,6,7,7,8,-1,-1,77,6,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,80,6
14,33,-1,-1,80,12,13,13,13,14,31,31,80,12,13,13,13,13,13,14,-1,-1,-1,-1,80,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,32,80,47,-1,-1,-1,-1,-1,-1,80,12,13,14,-1,-1,80,12,13,13,14,-1,-1,77,12,13,13,13,13,13,13,13,13,13,13,14,-1,33,-1,-1,-1,-1,80,12
8,33,-1,-1,80,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,-1,80,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,33,-1,-1,-1,43,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,33,-1,-1,33,-1,-1,33,-1,-1,-1,-1,33,-1,43,-1,-1,-1,-1,32,-1,-1,33,-1,43,-1,-1,-1,33,-1,-1,33,-1,31,67,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,32,6
14,33,51,51,-1,33,-1,-1,-1,33,33,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,80,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,12,13,14,-1,-1,-1,80,12,13,13,13,13,13,14,-1,-1,33,-1,80,12,13,13,13,14,-1,-1,80,12,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,32,12
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,33,-1,-1,-1,-1,-1,33,-1,-1,33,-1,-1,-1,33,51,51,-1,33,-1,33,33,-1,-1,-1,-1,-1,33,-1,-1,33,-1,-1,33,-1,51,51,51,33,-1,33,51,51,51,-1,33,-1,-1,-1,-1,33,33,-1,-1,33,-1,-1,33,-1,-1,33,33,51,51,51,33,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,32,6
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,80,12
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,80,6
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,80,12
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,80,6
