7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,31,-1,-1,6
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,33,-1,-1,12
6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,33,-1,32,-1,-1,-1,33,-1,33,-1,-1,-1,33,-1,80,6
-1,-1,31,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,33,-1,32,-1,33,-1,-1,-1,-1,-1,-1,33,42,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,32,-1,-1,32,-1,-1,32,-1,-1,33,-1,-1,-1,80,12,13,13,13,13,13,13,13,13,13,13
31,33,-1,6,7,7,7,7,7,8,-1,33,-1,-1,-1,-1,-1,33,-1,-1,-1,6,7,7,7,7,7,7,7,8,-1,-1,-1,-1,80,6,7,7,7,7,7,7,8,-1,-1,80,6,7,7,7,7,7,7,7,7,7,8,33,-1,-1,6,7,8,-1,80,48,-1,80,48,-1,80,6,7,7,7,8,-1,-1,80,6,7,7,7,7,7,7,7,7,7,7
-1,33,52,12,13,13,13,13,13,14,80,12,13,13,13,13,14,33,-1,-1,-1,12,14,33,-1,-1,-1,12,14,13,-1,-1,-1,-1,80,12,13,13,13,13,13,13,14,-1,-1,80,12,13,13,13,14,33,-1,-1,12,13,14,33,-1,-1,12,13,14,-1,80,47,-1,80,47,-1,80,12,13,13,13,14,-1,-1,80,12,13,13,13,13,13,13,13,13,13,13
51,33,31,31,31,31,31,33,-1,48,80,6,7,7,7,7,7,8,-1,-1,-1,48,-1,33,-1,-1,-1,33,-1,-1,33,-1,-1,-1,80,6,7,7,7,7,7,7,8,-1,-1,80,6,7,7,7,8,33,-1,-1,33,-1,-1,33,-1,-1,6,7,8,-1,80,48,-1,80,48,-1,80,6,7,7,7,8,-1,-1,80,6,7,7,7,7,7,7,7,7,7,7
13,14,-1,-1,-1,-1,-1,12,13,14,-1,33,-1,-1,-1,-1,-1,33,-1,51,-1,33,31,33,-1,-1,80,12,13,14,33,-1,-1,-1,80,12,13,13,13,13,13,13,14,-1,-1,80,12,13,13,13,14,33,-1,-1,12,13,14,33,-1,-1,12,13,14,-1,80,47,-1,80,47,-1,80,12,14,-1,-1,47,-1,-1,80,12,13,13,13,13,13,13,13,13,13,13
7,8,-1,-1,-1,-1,-1,33,-1,33,52,48,80,6,7,7,7,7,7,7,7,8,-1,33,31,51,52,6,7,7,8,51,51,-1,-1,33,-1,-1,-1,33,33,-1,33,-1,-1,-1,33,-1,-1,33,33,33,51,52,6,7,7,8,51,52,33,-1,33,-1,51,33,-1,51,33,51,52,33,33,-1,52,48,51,-1,52,6,7,7,7,7,7,7,7,7,7,7
13,13,13,13,13,13,13,13,13,13,13,14,80,12,13,13,13,13,13,13,13,14,-1,33,31,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
