87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88
-1,-1,-1,-1,-1,-1,-1,-1,-1,117,-1,-1,-1,-1,-1,-1,-1,-1,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,87,87,87,87,87,87,87,87,-1,65,71,87,87,87,87,87,87,-1,87,87,87,87,87,87,87,87,87,87,87
-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,39
-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,106,48
81,81,82,-1,-1,-1,61,80,81,81,82,61,80,81,81,81,81,81,81,81,81,81,81,81,81,81,82,61,80,81
87,87,88,-1,-1,-1,61,86,87,87,88,61,86,87,87,87,87,87,87,87,87,87,87,87,87,87,88,61,86,87
81,81,82,-1,-1,-1,61,80,81,81,82,61,80,81,81,81,81,81,81,81,81,81,81,81,81,81,82,61,80,81
87,87,88,-1,-1,-1,61,86,87,87,88,-1,61,86,87,87,87,87,87,87,87,87,87,87,87,87,88,61,86,87
-1,-1,-1,-1,-1,-1,-1,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,-1,-1,-1,105,-1,-1,-1,-1,-1,39
-1,-1,105,-1,-1,-1,-1,105,-1,48,-1,105,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,107,-1,-1,-1,-1,-1,48
82,-1,107,-1,-1,-1,-1,107,-1,39,-1,39,80,81,81,81,81,81,81,82,105,105,105,107,-1,-1,39,80,81,81
117,-1,-1,-1,-1,-1,117,-1,107,-1,-1,-1,-1,-1,-1,-1,-1,106,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,61,86,87,87,87,87,87,87,87,87,87,87,87,87
117,-1,-1,-1,-1,-1,117,-1,107,-1,-1,107,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,61,86,87,87,87,87,87,87,87,87,87,87,87,87
-1,-1,-1,107,-1,106,-1,-1,107,-1,-1,107,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
87,88,61,121,61,86,87,87,87,87,87,88,-1,-1,-1,-1,61,86,87,87,87,87,87,87,87,87,87,87,87,87
