113,77,77,77,77,77,77,77,94,96,90,77,77,94,75,75,75,76,77,77,84,103,76,77,77,77,77,77,77,99
113,77,77,77,77,77,77,77,94,96,90,77,77,98,75,75,75,76,77,77,84,103,76,77,77,77,77,77,77,99
113,77,77,77,77,77,77,77,94,96,-1,-1,-1,83,77,77,99,-1,-1,-1,100,103,-1,-1,-1,-1,-1,-1,-1,-1
113,77,77,77,77,77,77,77,94,96,90,77,77,94,75,75,75,-1,-1,-1,100,103,-1,-1,-1,-1,-1,-1,-1,-1
113,77,77,77,77,77,77,77,94,96,90,77,77,98,75,75,75,76,77,77,84,103,76,77,77,77,77,77,77,99
113,77,77,77,77,77,77,77,94,96,-1,-1,-1,83,77,77,99,-1,-1,-1,100,103,-1,-1,-1,-1,-1,-1,-1,-1
113,77,77,77,77,77,77,77,94,96,-1,-1,-1,119,75,75,75,76,77,77,84,103,76,77,77,77,77,77,77,99
113,77,77,77,77,77,77,77,94,96,90,77,77,98,75,75,75,76,77,77,84,103,76,77,77,77,77,77,77,99
113,77,77,77,77,77,77,77,94,96,-1,-1,-1,83,77,77,99,-1,-1,-1,100,103,-1,-1,-1,-1,-1,-1,-1,-1
113,77,77,77,77,77,77,77,94,96,90,77,77,94,75,75,75,96,-1,-1,100,103,-1,-1,-1,-1,-1,-1,-1,-1
113,77,77,77,77,77,77,77,94,96,90,77,77,98,75,75,75,96,90,77,84,103,76,77,77,77,77,77,77,99
113,77,77,77,77,77,77,77,94,96,-1,-1,-1,83,77,77,99,-1,-1,-1,100,103,-1,-1,-1,-1,-1,-1,-1,-1
113,77,77,77,77,77,77,77,94,96,-1,-1,112,103,75,75,75,76,77,77,84,103,76,77,77,77,77,77,77,99
113,77,77,77,77,77,77,77,94,96,90,77,84,85,75,75,75,76,77,77,84,90,77,77,77,77,77,77,77,99
113,77,77,77,77,77,77,77,94,96,-1,-1,-1,83,77,77,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
