81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1,107,105,105,105,-1,-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,107,-1,105,107,-1,-1,-1,-1,39,-1,-1,35,-1,-1,-1,35,-1,39,-1,-1,-1,-1,-1,106,-1,105,105,105,105,-1,116,-1,-1,-1,-1,-1,-1,61,86
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,107,-1,39,107,105,-1,-1,-1,48,-1,-1,36,-1,-1,-1,36,-1,48,105,-1,-1,-1,-1,107,-1,107,-1,-1,-1,-1,39,-1,107,-1,-1,-1,107,61,80
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,48,107,-1,-1,-1,-1,39,-1,-1,35,-1,-1,-1,35,-1,39,-1,86,87,87,87,88,-1,107,-1,61,88,-1,48,-1,107,86,87,87,87,87,87
-1,-1,-1,-1,-1,-1,-1,-1,-1,39,-1,-1,-1,-1,-1,46,43,44,43,44,43,44,43,44,43,44,43,44,43,44,43,47,-1,-1,-1,46,43,44,43,44,43,44,43,44,43,44,43,47,-1,39,-1,-1,-1,-1,107,-1,-1,-1,-1,48,-1,-1,36,-1,-1,-1,36,-1,48,-1,-1,107,-1,-1,-1,-1,107,-1,61,80,81,81,81,81,81,81,81,81,81,81
-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,106,45,-1,45,-1,45,-1,45,-1,45,-1,45,-1,45,-1,45,-1,45,-1,-1,106,45,-1,45,-1,45,-1,45,-1,45,-1,45,-1,45,-1,48,-1,-1,-1,-1,107,-1,39,-1,-1,39,-1,-1,35,-1,-1,-1,35,-1,39,-1,-1,107,105,-1,-1,-1,107,-1,61,86,87,87,87,87,87,87,87,87,87,87
81,81,81,81,81,81,81,81,81,81,81,82,-1,-1,107,80,81,81,81,81,81,81,81,81,81,82,-1,80,81,81,81,82,-1,-1,107,105,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1,48,-1,-1,48,-1,-1,36,-1,-1,-1,36,-1,48,-1,-1,107,-1,-1,61,80,82,-1,61,80,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,107,86,87,87,87,87,87,87,87,87,87,88,-1,-1,86,87,87,88,-1,-1,107,-1,-1,61,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,61,86,88,-1,61,86,87,87,87,87,87,87,87,87,87,87
81,81,81,81,81,81,81,81,81,81,81,82,-1,-1,107,-1,-1,-1,-1,-1,107,-1,-1,106,-1,107,-1,-1,80,81,81,82,-1,61,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1,-1,61,80,82,-1,61,80,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,87,87,88,-1,61,86,87,87,87,87,87,87,87,-1,86,87,87,87,87,87,87,87,88,-1,61,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,86,88,-1,-1,86,87,87,87,87,87,87,87,87,87,87
