-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,124,124,77,94,75,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,103,75,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,103,76,124,77,77,84,90,84,90,77,77,84,90,99,-1
120,76,77,77,124,77,77,124,77,77,114,77,94,75,75,75,75,96,103,76,77,84,90,124,77,77,124,77,84,90,118,75,75,92,75,76,124,124,77,77,124,124,77,98,75,75,76,77,77,77,77,124,124,77,77,124,124,77,94,75,76,77,77,98,75,76,98,75,76,98,75,76,124,124,84,90,98,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,84,103,-1,-1,-1,-1,-1,-1,-1,120,96,90,124,77,124,77,84,103,92,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,75,75,75,75,-1,-1,-1,-1,-1,-1,-1,-1,97,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,103,75,-1,-1,-1,97,75,-1,97,75,-1,97,75,-1,-1,-1,-1,-1,97,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,96,90,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,100,85,75,92,-1,-1,100,94,75,75,-1,-1,-1,83,94,75,92,75,-1,-1,-1,-1,-1,-1,-1,-1,97,75,75,-1,-1,-1,-1,-1,112,103,75,-1,-1,-1,112,103,75,-1,-1,-1,97,75,-1,97,75,-1,97,75,-1,-1,-1,-1,-1,97,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,84,90,77,124,77,77,84,104,-1,97,-1,-1,-1,-1,-1,-1,-1,119,92,75,-1,91,96,90,77,77,84,90,77,84,103,75,75,75,-1,-1,-1,-1,-1,-1,-1,-1,97,75,75,-1,-1,-1,-1,-1,112,103,75,96,90,124,84,103,75,-1,-1,-1,97,75,-1,97,75,-1,97,75,-1,-1,-1,-1,-1,97,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,120,75,75,75,75,-1,-1,-1,119,96,85,76,124,124,77,84,90,77,77,84,90,84,103,75,75,-1,-1,-1,112,85,75,92,75,-1,-1,-1,-1,-1,-1,-1,-1,119,75,75,-1,-1,-1,-1,-1,112,103,75,-1,-1,-1,112,85,75,-1,-1,-1,119,75,-1,119,75,-1,119,75,-1,-1,119,92,-1,97,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,83,77,77,77,77,84,90,84,104,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,96,90,77,99,-1,-1,-1,-1,83,77,77,77,84,90,77,77,84,84,90,84,90,77,77,84,90,77,84,112,112,90,99,-1,-1,-1,-1,83,77,84,90,84,90,124,84,90,124,84,90,77,84,112,90,99,-1,83,77,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,96,104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
