46,1,2,3,3,124,3,124,3,10,11,1,2,124,25,-1,-1,-1,-1,-1,39,24,1,1,1,2,3,3,3,10,38,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,3,10,29,1,-1,-1,-1,-1,-1,9,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,1,1,1,1,-1,-1,-1,-1,26,29,1,2,3,3,3,3,3,3,3,3,3,3,3,3,20,2,3,10,16,124,3,10,29,1,2,24,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,46,22,16,3,10,29,1,1,-1,-1,9,10,29,1,22,16,124,124,3,10,16,124,3,3,3,68,3,3,10,38,16,3,10,11,1,22,16,3,10,11,1,1,1,1,1,1,1,1,-1,-1,-1,-1,26,29,1,-1,9,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,23,22,16,3,10,16,3,25,-1,46,1,22,16,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,1,-1,-1,-1,-1,23,1,1,1,1,1,1,1,1,-1,-1,-1,-1,26,29,1,-1,-1,-1,-1,75,1,1,2,20,1,1,2,3,3,3,3,3,124,124,10,29,1,76,-1
-1,9,10,11,1,22,16,3,25,-1,9,3,10,29,1,22,16,124,3,10,38,16,3,10,16,3,10,16,3,10,16,25,-1,-1,23,1,-1,-1,-1,-1,23,1,1,1,1,1,1,1,1,-1,-1,-1,-1,26,29,1,22,16,3,3,68,3,124,10,29,1,1,22,16,3,3,10,16,3,3,10,11,1,-1,-1
-1,-1,-1,9,25,-1,-1,-1,-1,-1,-1,-1,26,29,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,1,-1,-1,-1,-1,75,1,1,1,1,1,1,1,1,-1,-1,-1,-1,26,29,1,-1,-1,-1,-1,-1,-1,-1,26,29,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,25,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,29,1,2,68,3,124,10,16,3,3,124,10,16,3,3,124,10,16,124,3,10,16,3,10,16,3,3,68,3,20,1,1,1,1,2,20,22,16,3,10,38,16,25,-1,-1,-1,-1,-1,-1,39,10,29,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,3,10,16,3,10,16,3,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,52,53,1,1,1,1,52,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,29,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,29,1,22,16,124,10,16,50,51,3,3,3,3,50,51,10,16,124,3,3,3,3,3,3,3,10,38,16,124,10,11,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,29,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,1,1,1,1,-1,-1,-1,-1,-1,45,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,16,3,10,16,124,3,68,10,16,3,124,3,124,3,3,10,38,16,3,10,16,3,3,3,3,10,38,16,3,10,16,3,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
