-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
3,3,3,3,3,3,3,3,3,3,40,3,3,3,3,3,3,3,3,40,3,3,3,3,3,3,3,3,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,46,-1,-1,-1,-1,-1,-1,-1,-1,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
29,1,1,59,56,57,1,1,56,57,56,57,56,57,1,1,1,1,1,1,59,1,56,57,56,57,56,57,1,1
16,3,3,74,1,1,1,2,3,3,124,24,2,124,3,3,3,3,124,3,68,3,3,124,3,124,3,24,2,3
-1,-1,-1,23,1,1,1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1
-1,-1,-1,23,1,1,1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1
-1,-1,-1,23,1,1,1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1
-1,-1,-1,23,1,1,1,-1,-1,-1,-1,9,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1
44,1,1,56,57,56,57,1,1,1,60,1,1,56,57,56,57,1,1,1,61,3,3,3,20,56,57,56,57,1
9,24,2,3,124,124,3,3,20,2,69,2,124,124,3,3,124,124,3,3,44,1,1,22,16,124,3,3,124,3
-1,23,22,16,124,124,3,15,29,1,59,1,-1,-1,-1,-1,-1,-1,-1,-1,9,3,3,10,29,1,1,-1,-1,-1
16,40,124,4,3,3,3,40,10,16,3,3,24,1,1,18,1,2,3,3,3,3,3,3,3,3,3,3,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,1,18,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,40,124,3,3,4,3,40,10,16,3,10,11,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,1,1,18,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,124,24,22,11,2,3,124,10,16,3,10,11,1,18,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
-1,-1,35,-1,35,-1,-1,-1,-1,-1,-1,-1,23,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
