-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75
77,77,77,77,77,77,77,77,77,77,114,77,77,77,77,77,77,77,77,114,77,77,77,77,77,77,77,77,77,77
-1,-1,-1,-1,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75
103,75,75,40,37,38,75,75,37,38,37,38,37,38,75,75,75,75,75,75,40,75,37,38,37,38,37,38,75,75
90,77,77,55,75,75,75,76,77,77,124,98,76,124,77,77,77,77,124,77,49,77,77,124,77,124,77,98,76,77
-1,-1,-1,97,75,75,75,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1
-1,-1,-1,97,75,75,75,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1
-1,-1,-1,97,75,75,75,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1
-1,-1,-1,97,75,75,75,-1,-1,-1,-1,83,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,-1,-1
118,75,75,37,38,37,38,75,75,75,41,75,75,37,38,37,38,75,75,75,42,77,77,77,94,37,38,37,38,75
83,98,76,77,124,124,77,77,94,76,50,76,124,124,77,77,124,124,77,77,118,75,75,96,90,124,77,77,124,77
-1,97,96,90,124,124,77,89,103,75,40,75,-1,-1,-1,-1,-1,-1,-1,-1,83,77,77,84,103,75,75,-1,-1,-1
90,114,124,78,77,77,77,114,84,90,77,77,98,75,75,92,75,76,77,77,77,77,77,77,77,77,77,77,77,77
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,75,92,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90,114,124,77,77,78,77,114,84,90,77,84,85,75,75,75,75,76,77,77,77,77,77,77,77,77,77,77,77,77
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,75,75,92,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
90,124,98,96,85,76,77,124,84,90,77,84,85,75,92,75,75,76,77,77,77,77,77,77,77,77,77,77,77,77
-1,-1,109,-1,109,-1,-1,-1,-1,-1,-1,-1,97,75,75,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
