120,75,76,77,77,124,77,124,77,84,85,75,76,124,99,-1,-1,-1,-1,-1,113,98,75,75,75,76,77,77,77,84,112,103,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,77,84,103,75,-1,-1,-1,-1,-1,83,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,75,75,75,75,-1,-1,-1,-1,100,103,75,76,77,77,77,77,77,77,77,77,77,77,77,77,94,76,77,84,90,124,77,84,103,75,76,98,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,120,96,90,77,84,103,75,75,-1,-1,83,84,103,75,96,90,124,124,77,84,90,124,77,77,77,49,77,77,84,112,90,77,84,85,75,96,90,77,84,85,75,75,75,75,75,75,75,75,-1,-1,-1,-1,100,103,75,-1,83,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,97,96,90,77,84,90,77,99,-1,120,75,96,90,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,75,-1,-1,-1,-1,97,75,75,75,75,75,75,75,75,-1,-1,-1,-1,100,103,75,-1,-1,-1,-1,56,75,75,76,94,75,75,76,77,77,77,77,77,124,124,84,103,75,57,-1
-1,83,84,85,75,96,90,77,99,-1,83,77,84,103,75,96,90,124,77,84,112,90,77,84,90,77,84,90,77,84,90,99,-1,-1,97,75,-1,-1,-1,-1,97,75,75,75,75,75,75,75,75,-1,-1,-1,-1,100,103,75,96,90,77,77,49,77,124,84,103,75,75,96,90,77,77,84,90,77,77,84,85,75,-1,-1
-1,-1,-1,83,99,-1,-1,-1,-1,-1,-1,-1,100,103,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,75,-1,-1,-1,-1,56,75,75,75,75,75,75,75,75,-1,-1,-1,-1,100,103,75,-1,-1,-1,-1,-1,-1,-1,100,103,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,99,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,103,75,76,49,77,124,84,90,77,77,124,84,90,77,77,124,84,90,124,77,84,90,77,84,90,77,77,49,77,94,75,75,75,75,76,94,96,90,77,84,112,90,99,-1,-1,-1,-1,-1,-1,113,84,103,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,77,84,90,77,84,90,77,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,33,34,75,75,75,75,33,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,103,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,103,75,96,90,124,84,90,31,32,77,77,77,77,31,32,84,90,124,77,77,77,77,77,77,77,84,112,90,124,84,85,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,103,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,75,75,75,75,-1,-1,-1,-1,-1,119,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,90,77,84,90,124,77,49,84,90,77,124,77,124,77,77,84,112,90,77,84,90,77,77,77,77,84,112,90,77,84,90,77,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75
