97,75,75,75,75,-1,-1,-1,-1,-1,-1,-1,91,75,75,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,75,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,124,98,75,75,96,90,124,77,89,90,89,90,124,77,77,124,89,90,77,89,90,124,77,124,89,103,75,75,-1,-1,113,77,124,77,77,94,75,75,-1,-1,-1,-1,-1,-1,120,92,-1,-1,-1,-1,-1,62,92,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,97,75,75,96,85,-1,-1,-1,-1,100,103,75,96,90,77,89,90,77,89,90,77,77,77,89,90,78,99,-1,-1,-1,-1,120,75,96,90,77,77,89,104,-1,-1,-1,-1,83,124,89,103,76,77,89,77,124,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,97,75,75,-1,113,89,90,89,90,89,103,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,77,89,103,75,75,92,75,92,75,75,75,75,75,96,90,77,77,89,85,75,75,-1,-1,-1,-1,-1,-1,62,75,92,75,75,76,77,78,115,114,89,90,77,94,76,78,89,90,115,118,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,-1
-1,-1,97,75,75,-1,-1,-1,-1,-1,-1,100,85,75,96,90,124,78,124,77,89,90,77,124,77,78,77,124,77,89,90,124,89,90,77,89,90,124,124,77,77,77,124,124,77,98,75,-1,-1,-1,-1,-1,83,77,77,77,89,90,124,89,89,90,124,77,77,124,89,85,92,-1,-1,-1,-1,100,103,-1,-1,-1,-1,-1,83,77,89,90,124,77,77,124,77,89,90,89,103,75,-1,-1,-1,-1,113,78,89,85,92,75,-1,-1,-1,-1,-1,-1,-1,97,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,-1
-1,-1,83,77,99,-1,-1,-1,-1,-1,-1,-1,97,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,77,89,89,90,78,89,90,89,90,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,103,75,-1,-1,-1,-1,-1,-1,-1,83,94,76,89,90,99,-1,-1,-1,-1,83,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,85,75,75,96,90,78,77,78,77,89,103,75,-1,-1,-1,-1,-1,-1,-1,62,75,75,75,92,75,75,75,75,33,34,75,92,75,33,34,75,75,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,75,76,89,90,124,77,124,77,89,90,77,89,85,76,77,124,89,89,90,78,77,124,77,124,94,75,76,31,32,77,77,77,31,32,98,75,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,89,90,99,-1,-1,120,76,89,90,78,84,90,99,-1,-1,-1,-1,-1,-1,-1,-1,83,99,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
